run,sorting_function,time_taken
1,qs1,0.016999483108520508
1,qs2,0.023999929428100586
1,qs3,0.024000167846679688
1,qs4,0.023999691009521484
1,qs5,0.02300095558166504
1,merge1,0.024999380111694336
1,partition_sort,0.011000394821166992
2,qs1,0.016999483108520508
2,qs2,0.025000333786010742
2,qs3,0.02599930763244629
2,qs4,0.026000261306762695
2,qs5,0.021999835968017578
2,merge1,0.025999784469604492
2,partition_sort,0.01100015640258789
3,qs1,0.01699995994567871
3,qs2,0.023999929428100586
3,qs3,0.023999929428100586
3,qs4,0.023999929428100586
3,qs5,0.023000001907348633
3,merge1,0.0260007381439209
3,partition_sort,0.010999441146850586
4,qs1,0.016000032424926758
4,qs2,0.024000167846679688
4,qs3,0.024999618530273438
4,qs4,0.025000572204589844
4,qs5,0.023000001907348633
4,merge1,0.024999618530273438
4,partition_sort,0.011999845504760742
5,qs1,0.017000198364257812
5,qs2,0.025000333786010742
5,qs3,0.024999141693115234
5,qs4,0.025000572204589844
5,qs5,0.021999835968017578
5,merge1,0.026000022888183594
5,partition_sort,0.010999917984008789
6,qs1,0.01703500747680664
6,qs2,0.023964881896972656
6,qs3,0.023999929428100586
6,qs4,0.026000022888183594
6,qs5,0.02200007438659668
6,merge1,0.02500009536743164
6,partition_sort,0.012038230895996094
7,qs1,0.01696157455444336
7,qs2,0.023999929428100586
7,qs3,0.024999618530273438
7,qs4,0.025000572204589844
7,qs5,0.022000551223754883
7,merge1,0.024998903274536133
7,partition_sort,0.011999845504760742
8,qs1,0.017000198364257812
8,qs2,0.023999929428100586
8,qs3,0.024999618530273438
8,qs4,0.024033784866333008
8,qs5,0.023966312408447266
8,merge1,0.02499985694885254
8,partition_sort,0.012000083923339844
9,qs1,0.016000032424926758
9,qs2,0.02400040626525879
9,qs3,0.024999141693115234
9,qs4,0.025000572204589844
9,qs5,0.02299976348876953
9,merge1,0.024999618530273438
9,partition_sort,0.012000322341918945
10,qs1,0.017000675201416016
10,qs2,0.02399921417236328
10,qs3,0.025000333786010742
10,qs4,0.026999711990356445
10,qs5,0.022999286651611328
10,merge1,0.025000810623168945
10,partition_sort,0.010999679565429688
11,qs1,0.020999670028686523
11,qs2,0.02400040626525879
11,qs3,0.025000810623168945
11,qs4,0.022999048233032227
11,qs5,0.023000478744506836
11,merge1,0.02500009536743164
11,partition_sort,0.012000322341918945
12,qs1,0.016999244689941406
12,qs2,0.023999929428100586
12,qs3,0.025040149688720703
12,qs4,0.024959802627563477
12,qs5,0.023000478744506836
12,merge1,0.024999618530273438
12,partition_sort,0.012000322341918945
13,qs1,0.015999317169189453
13,qs2,0.02499985694885254
13,qs3,0.023999929428100586
13,qs4,0.024000167846679688
13,qs5,0.021999835968017578
13,merge1,0.026000022888183594
13,partition_sort,0.010999679565429688
14,qs1,0.017000675201416016
14,qs2,0.023999691009521484
14,qs3,0.023999929428100586
14,qs4,0.0260007381439209
14,qs5,0.021998882293701172
14,merge1,0.02400064468383789
14,partition_sort,0.011999368667602539
15,qs1,0.01699972152709961
15,qs2,0.023999929428100586
15,qs3,0.02503371238708496
15,qs4,0.030966520309448242
15,qs5,0.022000789642333984
15,merge1,0.024998903274536133
15,partition_sort,0.012000083923339844
16,qs1,0.017000198364257812
16,qs2,0.0240323543548584
16,qs3,0.023967266082763672
16,qs4,0.025001049041748047
16,qs5,0.022999048233032227
16,merge1,0.024999618530273438
16,partition_sort,0.012000322341918945
17,qs1,0.01699972152709961
17,qs2,0.023999929428100586
17,qs3,0.02500009536743164
17,qs4,0.02499985694885254
17,qs5,0.023000240325927734
17,merge1,0.025000572204589844
17,partition_sort,0.011998653411865234
18,qs1,0.017000436782836914
18,qs2,0.023000001907348633
18,qs3,0.02499985694885254
18,qs4,0.02400040626525879
18,qs5,0.021999120712280273
18,merge1,0.025000333786010742
18,partition_sort,0.011999845504760742
19,qs1,0.017000198364257812
19,qs2,0.024042606353759766
19,qs3,0.02495718002319336
19,qs4,0.024000167846679688
19,qs5,0.023000001907348633
19,merge1,0.02499985694885254
19,partition_sort,0.012000322341918945
20,qs1,0.016039609909057617
20,qs2,0.023959875106811523
20,qs3,0.023999452590942383
20,qs4,0.02400064468383789
20,qs5,0.02299976348876953
20,merge1,0.025036334991455078
20,partition_sort,0.011963844299316406
21,qs1,0.01699972152709961
21,qs2,0.024999380111694336
21,qs3,0.02400040626525879
21,qs4,0.02500009536743164
21,qs5,0.02300095558166504
21,merge1,0.024999141693115234
21,partition_sort,0.011999845504760742
22,qs1,0.01600027084350586
22,qs2,0.025000572204589844
22,qs3,0.02399897575378418
22,qs4,0.024999618530273438
22,qs5,0.023000478744506836
22,merge1,0.024999618530273438
22,partition_sort,0.01200103759765625
23,qs1,0.016999244689941406
23,qs2,0.02599954605102539
23,qs3,0.023999452590942383
23,qs4,0.025000572204589844
23,qs5,0.023000001907348633
23,merge1,0.025000810623168945
23,partition_sort,0.01103973388671875
24,qs1,0.015961170196533203
24,qs2,0.024999618530273438
24,qs3,0.025000810623168945
24,qs4,0.023999929428100586
24,qs5,0.02299976348876953
24,merge1,0.02499985694885254
24,partition_sort,0.010999917984008789
25,qs1,0.017000436782836914
25,qs2,0.023999691009521484
25,qs3,0.02500009536743164
25,qs4,0.02400064468383789
25,qs5,0.022999048233032227
25,merge1,0.02500009536743164
25,partition_sort,0.012000560760498047
26,qs1,0.017037153244018555
26,qs2,0.023962020874023438
26,qs3,0.02400040626525879
26,qs4,0.023999691009521484
26,qs5,0.02299976348876953
26,merge1,0.0260009765625
26,partition_sort,0.011998891830444336
27,qs1,0.016000032424926758
27,qs2,0.023999929428100586
27,qs3,0.023999929428100586
27,qs4,0.02500009536743164
27,qs5,0.023000001907348633
27,merge1,0.02500009536743164
27,partition_sort,0.011999845504760742
28,qs1,0.01600027084350586
28,qs2,0.024999618530273438
28,qs3,0.023999691009521484
28,qs4,0.025000572204589844
28,qs5,0.023999452590942383
28,merge1,0.024999618530273438
28,partition_sort,0.012000322341918945
29,qs1,0.016000032424926758
29,qs2,0.02499985694885254
29,qs3,0.026037216186523438
29,qs4,0.023962736129760742
29,qs5,0.023000001907348633
29,merge1,0.024999618530273438
29,partition_sort,0.012034893035888672
30,qs1,0.01596546173095703
30,qs2,0.024999380111694336
30,qs3,0.023034095764160156
30,qs4,0.02496647834777832
30,qs5,0.023000001907348633
30,merge1,0.02500009536743164
30,partition_sort,0.01199960708618164
31,qs1,0.01600050926208496
31,qs2,0.024999618530273438
31,qs3,0.02400040626525879
31,qs4,0.026000022888183594
31,qs5,0.02299952507019043
31,merge1,0.025000810623168945
31,partition_sort,0.010999202728271484
32,qs1,0.018000125885009766
32,qs2,0.02499985694885254
32,qs3,0.025035858154296875
32,qs4,0.026000022888183594
32,qs5,0.02196359634399414
32,merge1,0.02500009536743164
32,partition_sort,0.011999845504760742
33,qs1,0.016000032424926758
33,qs2,0.02503347396850586
33,qs3,0.02496647834777832
33,qs4,0.026999711990356445
33,qs5,0.02200007438659668
33,merge1,0.025000333786010742
33,partition_sort,0.01199960708618164
34,qs1,0.01700115203857422
34,qs2,0.02399897575378418
34,qs3,0.023999929428100586
34,qs4,0.026032686233520508
34,qs5,0.021967411041259766
34,merge1,0.025000333786010742
34,partition_sort,0.011999845504760742
35,qs1,0.016999483108520508
35,qs2,0.024000167846679688
35,qs3,0.02401113510131836
35,qs4,0.024988889694213867
35,qs5,0.023000240325927734
35,merge1,0.026999473571777344
35,partition_sort,0.012000083923339844
36,qs1,0.01711869239807129
36,qs2,0.023881196975708008
36,qs3,0.023999691009521484
36,qs4,0.024000167846679688
36,qs5,0.024000167846679688
36,merge1,0.024999618530273438
36,partition_sort,0.012000799179077148
37,qs1,0.016032695770263672
37,qs2,0.02496647834777832
37,qs3,0.023999929428100586
37,qs4,0.025036096572875977
37,qs5,0.022964000701904297
37,merge1,0.025000810623168945
37,partition_sort,0.012000322341918945
38,qs1,0.01599907875061035
38,qs2,0.024999618530273438
38,qs3,0.02403426170349121
38,qs4,0.024965763092041016
38,qs5,0.02299976348876953
38,merge1,0.02499985694885254
38,partition_sort,0.012000083923339844
39,qs1,0.016000032424926758
39,qs2,0.02499985694885254
39,qs3,0.02500009536743164
39,qs4,0.025000333786010742
39,qs5,0.021999835968017578
39,merge1,0.024999380111694336
39,partition_sort,0.011999845504760742
40,qs1,0.017035722732543945
40,qs2,0.024964570999145508
40,qs3,0.023999452590942383
40,qs4,0.026000499725341797
40,qs5,0.02200007438659668
40,merge1,0.025032520294189453
40,partition_sort,0.01196742057800293
41,qs1,0.01699995994567871
41,qs2,0.023999691009521484
41,qs3,0.025036334991455078
41,qs4,0.0249636173248291
41,qs5,0.023000478744506836
41,merge1,0.024999380111694336
41,partition_sort,0.01100015640258789
42,qs1,0.016000032424926758
42,qs2,0.025035858154296875
42,qs3,0.02396392822265625
42,qs4,0.02500009536743164
42,qs5,0.02200007438659668
42,merge1,0.024999618530273438
42,partition_sort,0.012000560760498047
43,qs1,0.017034053802490234
43,qs2,0.022965431213378906
43,qs3,0.02500009536743164
43,qs4,0.02500009536743164
43,qs5,0.02299976348876953
43,merge1,0.025000333786010742
43,partition_sort,0.011999368667602539
44,qs1,0.01600027084350586
44,qs2,0.02400040626525879
44,qs3,0.023999452590942383
44,qs4,0.029999971389770508
44,qs5,0.023039579391479492
44,merge1,0.024960041046142578
44,partition_sort,0.012000083923339844
45,qs1,0.01600050926208496
45,qs2,0.023999452590942383
45,qs3,0.024000167846679688
45,qs4,0.024039268493652344
45,qs5,0.022960424423217773
45,merge1,0.02500009536743164
45,partition_sort,0.012000799179077148
46,qs1,0.016999244689941406
46,qs2,0.02499985694885254
46,qs3,0.024001121520996094
46,qs4,0.02499866485595703
46,qs5,0.023000001907348633
46,merge1,0.02503371238708496
46,partition_sort,0.010966300964355469
47,qs1,0.01699995994567871
47,qs2,0.023999691009521484
47,qs3,0.025000572204589844
47,qs4,0.024999618530273438
47,qs5,0.02303767204284668
47,merge1,0.024962425231933594
47,partition_sort,0.010999679565429688
48,qs1,0.017000436782836914
48,qs2,0.023999452590942383
48,qs3,0.024000167846679688
48,qs4,0.026000499725341797
48,qs5,0.022999286651611328
48,merge1,0.025000572204589844
48,partition_sort,0.01100015640258789
49,qs1,0.016999244689941406
49,qs2,0.023999691009521484
49,qs3,0.02400064468383789
49,qs4,0.023999929428100586
49,qs5,0.022999286651611328
49,merge1,0.025000572204589844
49,partition_sort,0.011999845504760742
50,qs1,0.01699995994567871
50,qs2,0.023999691009521484
50,qs3,0.024000167846679688
50,qs4,0.023999929428100586
50,qs5,0.02299952507019043
50,merge1,0.02499985694885254
50,partition_sort,0.012000322341918945
51,qs1,0.015999555587768555
51,qs2,0.025000333786010742
51,qs3,0.024000167846679688
51,qs4,0.026000261306762695
51,qs5,0.02299952507019043
51,merge1,0.024999380111694336
51,partition_sort,0.0110015869140625
52,qs1,0.016999006271362305
52,qs2,0.023999929428100586
52,qs3,0.023999452590942383
52,qs4,0.025000572204589844
52,qs5,0.023000001907348633
52,merge1,0.024999618530273438
52,partition_sort,0.01100015640258789
53,qs1,0.01699995994567871
53,qs2,0.023999452590942383
53,qs3,0.025000333786010742
53,qs4,0.024001121520996094
53,qs5,0.02203679084777832
53,merge1,0.025961875915527344
53,partition_sort,0.01100015640258789
54,qs1,0.01699995994567871
54,qs2,0.025001049041748047
54,qs3,0.02399897575378418
54,qs4,0.025000810623168945
54,qs5,0.022999048233032227
54,merge1,0.02499985694885254
54,partition_sort,0.012000560760498047
55,qs1,0.015999555587768555
55,qs2,0.02499985694885254
55,qs3,0.024001359939575195
55,qs4,0.024998903274536133
55,qs5,0.02299976348876953
55,merge1,0.02500009536743164
55,partition_sort,0.010999917984008789
56,qs1,0.01699972152709961
56,qs2,0.02400040626525879
56,qs3,0.023999929428100586
56,qs4,0.026000261306762695
56,qs5,0.022999048233032227
56,merge1,0.02500128746032715
56,partition_sort,0.011999845504760742
57,qs1,0.01699995994567871
57,qs2,0.024998903274536133
57,qs3,0.025001049041748047
57,qs4,0.024999141693115234
57,qs5,0.02299976348876953
57,merge1,0.025000333786010742
57,partition_sort,0.011999845504760742
58,qs1,0.015999794006347656
58,qs2,0.023999929428100586
58,qs3,0.025000333786010742
58,qs4,0.025999784469604492
58,qs5,0.023000717163085938
58,merge1,0.024999141693115234
58,partition_sort,0.012000083923339844
59,qs1,0.01699995994567871
59,qs2,0.02400064468383789
59,qs3,0.023999452590942383
59,qs4,0.025999784469604492
59,qs5,0.023000001907348633
59,merge1,0.02500009536743164
59,partition_sort,0.012000083923339844
60,qs1,0.015999794006347656
60,qs2,0.024000167846679688
60,qs3,0.02499985694885254
60,qs4,0.023000001907348633
60,qs5,0.021999835968017578
60,merge1,0.02500009536743164
60,partition_sort,0.011999845504760742
61,qs1,0.01699995994567871
61,qs2,0.024000167846679688
61,qs3,0.02499985694885254
61,qs4,0.023999929428100586
61,qs5,0.024000167846679688
61,merge1,0.02499985694885254
61,partition_sort,0.01100015640258789
62,qs1,0.01699972152709961
62,qs2,0.024000167846679688
62,qs3,0.024999618530273438
62,qs4,0.023000001907348633
62,qs5,0.023000240325927734
62,merge1,0.02499985694885254
62,partition_sort,0.010999917984008789
63,qs1,0.01699972152709961
63,qs2,0.024000167846679688
63,qs3,0.02500009536743164
63,qs4,0.023999691009521484
63,qs5,0.023000001907348633
63,merge1,0.02500009536743164
63,partition_sort,0.011999845504760742
64,qs1,0.01699995994567871
64,qs2,0.023999929428100586
64,qs3,0.023999929428100586
64,qs4,0.023999929428100586
64,qs5,0.023000240325927734
64,merge1,0.02499985694885254
64,partition_sort,0.010999679565429688
65,qs1,0.017000198364257812
65,qs2,0.024000167846679688
65,qs3,0.023000001907348633
65,qs4,0.02599954605102539
65,qs5,0.023000240325927734
65,merge1,0.02499985694885254
65,partition_sort,0.010999917984008789
66,qs1,0.018000125885009766
66,qs2,0.024000167846679688
66,qs3,0.024999380111694336
66,qs4,0.023999929428100586
66,qs5,0.021999597549438477
66,merge1,0.025000810623168945
66,partition_sort,0.012000799179077148
67,qs1,0.01599907875061035
67,qs2,0.023999452590942383
67,qs3,0.024000883102416992
67,qs4,0.024999141693115234
67,qs5,0.023000001907348633
67,merge1,0.02499985694885254
67,partition_sort,0.012000083923339844
68,qs1,0.01699995994567871
68,qs2,0.02404189109802246
68,qs3,0.023958206176757812
68,qs4,0.025000810623168945
68,qs5,0.022999048233032227
68,merge1,0.024999141693115234
68,partition_sort,0.012000083923339844
69,qs1,0.01699995994567871
69,qs2,0.023999929428100586
69,qs3,0.024000167846679688
69,qs4,0.023999929428100586
69,qs5,0.02299976348876953
69,merge1,0.02499985694885254
69,partition_sort,0.01100015640258789
70,qs1,0.017000198364257812
70,qs2,0.024999618530273438
70,qs3,0.024000167846679688
70,qs4,0.025999784469604492
70,qs5,0.02200007438659668
70,merge1,0.026000022888183594
70,partition_sort,0.010999679565429688
71,qs1,0.017000198364257812
71,qs2,0.025000810623168945
71,qs3,0.02399921417236328
71,qs4,0.026999711990356445
71,qs5,0.023000478744506836
71,merge1,0.02500009536743164
71,partition_sort,0.011999368667602539
72,qs1,0.016000747680664062
72,qs2,0.023999929428100586
72,qs3,0.023999691009521484
72,qs4,0.02700018882751465
72,qs5,0.021999597549438477
72,merge1,0.02499985694885254
72,partition_sort,0.011035680770874023
73,qs1,0.01596546173095703
73,qs2,0.024000167846679688
73,qs3,0.024000167846679688
73,qs4,0.024999618530273438
73,qs5,0.02299952507019043
73,merge1,0.02503824234008789
73,partition_sort,0.011962175369262695
74,qs1,0.01699995994567871
74,qs2,0.02400064468383789
74,qs3,0.024999380111694336
74,qs4,0.02500009536743164
74,qs5,0.024035930633544922
74,merge1,0.0249636173248291
74,partition_sort,0.011000871658325195
75,qs1,0.01603555679321289
75,qs2,0.02396392822265625
75,qs3,0.023999691009521484
75,qs4,0.023999929428100586
75,qs5,0.023999929428100586
75,merge1,0.025000333786010742
75,partition_sort,0.011999845504760742
76,qs1,0.01600027084350586
76,qs2,0.02500009536743164
76,qs3,0.02399921417236328
76,qs4,0.026000022888183594
76,qs5,0.02200031280517578
76,merge1,0.024999618530273438
76,partition_sort,0.012000322341918945
77,qs1,0.017000675201416016
77,qs2,0.02399921417236328
77,qs3,0.024999618530273438
77,qs4,0.0260009765625
77,qs5,0.02303934097290039
77,merge1,0.024959802627563477
77,partition_sort,0.011062383651733398
78,qs1,0.016937971115112305
78,qs2,0.024999380111694336
78,qs3,0.02400040626525879
78,qs4,0.024999618530273438
78,qs5,0.023000001907348633
78,merge1,0.025001049041748047
78,partition_sort,0.012032270431518555
79,qs1,0.016966581344604492
79,qs2,0.023000240325927734
79,qs3,0.024999380111694336
79,qs4,0.023000001907348633
79,qs5,0.023000240325927734
79,merge1,0.02499985694885254
79,partition_sort,0.012000083923339844
80,qs1,0.015999555587768555
80,qs2,0.025000333786010742
80,qs3,0.02299976348876953
80,qs4,0.02499985694885254
80,qs5,0.02299976348876953
80,merge1,0.02499985694885254
80,partition_sort,0.012000322341918945
81,qs1,0.017000913619995117
81,qs2,0.02399921417236328
81,qs3,0.02499985694885254
81,qs4,0.023999929428100586
81,qs5,0.023000240325927734
81,merge1,0.024999618530273438
81,partition_sort,0.012000322341918945
82,qs1,0.015999555587768555
82,qs2,0.023999929428100586
82,qs3,0.024036169052124023
82,qs4,0.02596426010131836
82,qs5,0.021999359130859375
82,merge1,0.025000333786010742
82,partition_sort,0.012000083923339844
83,qs1,0.016999483108520508
83,qs2,0.024036407470703125
83,qs3,0.02396368980407715
83,qs4,0.026000499725341797
83,qs5,0.02299952507019043
83,merge1,0.02500009536743164
83,partition_sort,0.01199960708618164
84,qs1,0.017000198364257812
84,qs2,0.023999929428100586
84,qs3,0.02500128746032715
84,qs4,0.025999069213867188
84,qs5,0.021999120712280273
84,merge1,0.025004148483276367
84,partition_sort,0.011996269226074219
85,qs1,0.01699972152709961
85,qs2,0.02499985694885254
85,qs3,0.023999691009521484
85,qs4,0.02499985694885254
85,qs5,0.023000240325927734
85,merge1,0.02499985694885254
85,partition_sort,0.012000083923339844
86,qs1,0.01699995994567871
86,qs2,0.023999929428100586
86,qs3,0.023999929428100586
86,qs4,0.02500009536743164
86,qs5,0.02299976348876953
86,merge1,0.02500009536743164
86,partition_sort,0.011999845504760742
87,qs1,0.01600050926208496
87,qs2,0.025000333786010742
87,qs3,0.02400040626525879
87,qs4,0.023999691009521484
87,qs5,0.023000001907348633
87,merge1,0.024998903274536133
87,partition_sort,0.012000083923339844
88,qs1,0.01699995994567871
88,qs2,0.023999929428100586
88,qs3,0.023999929428100586
88,qs4,0.026999950408935547
88,qs5,0.02200007438659668
88,merge1,0.02499985694885254
88,partition_sort,0.011999845504760742
89,qs1,0.017000198364257812
89,qs2,0.023999929428100586
89,qs3,0.02499985694885254
89,qs4,0.025000333786010742
89,qs5,0.023000001907348633
89,merge1,0.025000572204589844
89,partition_sort,0.010999679565429688
90,qs1,0.016038894653320312
90,qs2,0.024961233139038086
90,qs3,0.025000572204589844
90,qs4,0.022999286651611328
90,qs5,0.02200007438659668
90,merge1,0.025036096572875977
90,partition_sort,0.011997461318969727
91,qs1,0.01696634292602539
91,qs2,0.02500009536743164
91,qs3,0.026000261306762695
91,qs4,0.026000022888183594
91,qs5,0.021999835968017578
91,merge1,0.02500009536743164
91,partition_sort,0.012000083923339844
92,qs1,0.017000436782836914
92,qs2,0.02399897575378418
92,qs3,0.024999141693115234
92,qs4,0.025000333786010742
92,qs5,0.02299976348876953
92,merge1,0.02499985694885254
92,partition_sort,0.012000083923339844
93,qs1,0.01699995994567871
93,qs2,0.024000167846679688
93,qs3,0.024000167846679688
93,qs4,0.0260007381439209
93,qs5,0.02299976348876953
93,merge1,0.02499985694885254
93,partition_sort,0.010999917984008789
94,qs1,0.01600027084350586
94,qs2,0.02500009536743164
94,qs3,0.023999929428100586
94,qs4,0.024999618530273438
94,qs5,0.023000001907348633
94,merge1,0.02500009536743164
94,partition_sort,0.012000322341918945
95,qs1,0.016999483108520508
95,qs2,0.024000167846679688
95,qs3,0.026000022888183594
95,qs4,0.02299952507019043
95,qs5,0.022999286651611328
95,merge1,0.026000022888183594
95,partition_sort,0.012000083923339844
96,qs1,0.017000198364257812
96,qs2,0.024001121520996094
96,qs3,0.023999452590942383
96,qs4,0.024999618530273438
96,qs5,0.02299976348876953
96,merge1,0.02499985694885254
96,partition_sort,0.011999845504760742
97,qs1,0.016000032424926758
97,qs2,0.024000883102416992
97,qs3,0.024999380111694336
97,qs4,0.026000261306762695
97,qs5,0.021999359130859375
97,merge1,0.025000572204589844
97,partition_sort,0.012000083923339844
98,qs1,0.01699972152709961
98,qs2,0.024000167846679688
98,qs3,0.023999929428100586
98,qs4,0.025999784469604492
98,qs5,0.023000001907348633
98,merge1,0.02500009536743164
98,partition_sort,0.011998891830444336
99,qs1,0.017001628875732422
99,qs2,0.02499985694885254
99,qs3,0.023998498916625977
99,qs4,0.026000022888183594
99,qs5,0.023000001907348633
99,merge1,0.02499985694885254
99,partition_sort,0.012000083923339844
100,qs1,0.01699972152709961
100,qs2,0.02400040626525879
100,qs3,0.024999618530273438
100,qs4,0.02499985694885254
100,qs5,0.023000001907348633
100,merge1,0.02500009536743164
100,partition_sort,0.012000083923339844
